Preschool_Name,Preschool_Latitude,Preschool_Longitude,Distance_To_User_km,Within_Distance_Constraint,Monday_Start_Number,Monday_End_Number,Tuesday_Start_Number,Tuesday_End_Number,Wednesday_Start_Number,Wednesday_End_Number,Thursday_Start_Number,Thursday_End_Number,Friday_Start_Number,Friday_End_Number,Saturday_Start_Number,Saturday_End_Number,Sunday_Start_Number,Sunday_End_Number,Monday_Open,Monday_Close,Tuesday_Open,Tuesday_Close,Wednesday_Open,Wednesday_Close,Thursday_Open,Thursday_Close,Friday_Open,Friday_Close,Saturday_Open,Saturday_Close,Sunday_Open,Sunday_Close,Within_Opening_Hours_Constraint,Location_Type,Address,Opening_Hours,Preschool_Website,Google_Website,Update_Time,Stars,Average_Stars,Sunday_Start,Sunday_End,Monday_Start,Monday_End,Tuesday_Start,Tuesday_End,Wednesday_Start,Wednesday_End,Thursday_Start,Thursday_End,Friday_Start,Friday_End,Saturday_Start,Saturday_End
PCF Sparkletots Preschool @ Canberra Blk 468C (EY),1.4502476,103.8148111,0.7600272487997781,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Kindergarten,"Blk 468C Admiralty Dr, #01-05, Singapore 753468 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Canberra+Blk+468C/@1.4502476,103.8148111,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1300a1cf49a7:0x2e88b458f94d7588!8m2!3d1.4502476!4d103.8148111!16s%2Fg%2F11t1rd_9w0?entry=ttu",2024-03-19 04:28:16.865155,3,3.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
PCF Sparkletots Preschool @ Chong Pang Blk 107 (KN),1.4327912,103.827649,1.7931959785192477,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"Blk 107 Yishun Ring Rd, #01-207, Singapore 760107 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Chong+Pang+Blk+107/@1.4327912,103.827649,17z/data=!3m1!4b1!4m6!3m5!1s0x31da14797ff3fb8d:0x3fd4a06b42100b88!8m2!3d1.4327912!4d103.827649!16s%2Fg%2F11fy_15ckz?entry=ttu",2024-03-19 04:30:28.756964,4,4.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
PCF Sparkletots Preschool @ Chong Pang Blk 115B (CC),1.433284,103.8270295,1.7053070117588867,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Kindergarten,"Blk 115B Yishun Ring Rd, #01-813, Singapore 762115 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Chong+Pang+Blk+115B/@1.433284,103.8270295,17z/data=!3m1!4b1!4m6!3m5!1s0x31da153667909125:0xfd6135cd675c39bb!8m2!3d1.433284!4d103.8270295!16s%2Fg%2F11s1vktn_x?entry=ttu",2024-03-19 04:30:53.967318,4,4.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
PCF Sparkletots Preschool @ Chong Pang Blk 142 (CC),1.4307895,103.8304726,2.1762184770332924,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Kindergarten,"Blk 142 Yishun Ring Rd, #01-38, Singapore 760142 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Chong+Pang+Blk+142/@1.4307895,103.8304726,17z/data=!3m1!4b1!4m6!3m5!1s0x31da158ed9b6c68b:0xabf6bd5399a6b3e0!8m2!3d1.4307895!4d103.8304726!16s%2Fg%2F11s_yg8dtp?entry=ttu",2024-03-19 04:31:33.657601,5,5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
PCF Sparkletots Preschool @ Marsiling Blk 12 (CC),1.4410804,103.7792735,4.040543860026607,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Kindergarten,"Blk 12 Marsiling Ln, #01-23, Singapore 730012 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Marsiling+Blk+12/@1.4410804,103.7792735,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1300e141b419:0x48e7b0bbbe695679!8m2!3d1.4410804!4d103.7792735!16s%2Fg%2F11h7s47mgw?entry=ttu",2024-03-19 04:54:45.288631,"5, 5",5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
PCF Sparkletots Preschool @ Nee Soon Central Blk 671 (DS),1.4192438,103.8414619,3.9428026682697945,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"Blk 671 Yishun Ave 4, #01-01 MSCP, Singapore 760671 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Nee+Soon+Central+Blk+671/@1.4192438,103.8414619,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1414e13a2199:0x1cff2597a3f1fea3!8m2!3d1.4192438!4d103.8414619!16s%2Fg%2F11g8w9nk9f?entry=ttu",2024-03-19 04:58:03.694151,"5, 5, 5",5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
PCF Sparkletots Preschool @ Nee Soon East Blk 312 (CC),1.431533,103.841326,3.157435172230492,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Kindergarten,"Blk 312 Yishun Ring Rd, #01-1210, Singapore 760312 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Nee+Soon+East+Blk+312/@1.431533,103.841326,17z/data=!3m1!4b1!4m6!3m5!1s0x31da151803a4a449:0x449f40ed702c94e1!8m2!3d1.431533!4d103.841326!16s%2Fg%2F11s_xwmqbx?entry=ttu",2024-03-19 04:58:32.871903,"5, 5, 5",5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
PCF Sparkletots Preschool @ Nee Soon Link Blk 446 (CC),1.4230726,103.8451304,3.9938459653591813,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Kindergarten,"Blk 446 Yishun Ave 11, #01 - 54, Singapore 760446 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Nee+Soon+Link+Blk+446/@1.4230726,103.8451304,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1441d4636c15:0x9eba71a4c7bff32a!8m2!3d1.4230726!4d103.8451304!16s%2Fg%2F11gfjr9jk4?entry=ttu",2024-03-19 04:59:38.119302,3,3.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
PCF Sparkletots Preschool @ Nee Soon Link Blk 461 (EY),1.4284349,103.8499767,4.175825897465175,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Kindergarten,"Blk 461 Yishun Ave 6, #02-01 MSCP, Singapore 760461 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Nee+Soon+Link+Blk+461/@1.4284349,103.8499767,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1599e82ea933:0x55f1c999a777412b!8m2!3d1.4284349!4d103.8499767!16s%2Fg%2F11t1h7cd2v?entry=ttu",2024-03-19 04:59:53.201263,"5, 1",3.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
PCF Sparkletots Preschool @ Nee Soon South Blk 781 (CC),1.4221975,103.8322682,3.0068809058129173,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"Blk 781 Yishun Ring Rd, #01-3552, Singapore 760781 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Nee+Soon+South+Blk+781/@1.4221975,103.8322682,17z/data=!3m1!4b1!4m6!3m5!1s0x31da14728fbf875f:0x151cd74efa26f8c9!8m2!3d1.4221975!4d103.8322682!16s%2Fg%2F1tkln1k2?entry=ttu",2024-03-19 05:00:18.133502,"5, 1",3.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
